Crop,Region,Month,Weather,Year,Price
CARROT,KHULNA,6,2,2024,63.00296276093423
CARROT,KHULNA,6,1,2024,87.5433551147947
CARROT,KHULNA,5,3,2024,42.15163123012259
CARROT,KHULNA,5,2,2024,20.993832821013896
CARROT,KHULNA,5,1,2024,31.01001107163296
CARROT,KHULNA,4,3,2024,57.998536663033995
CARROT,KHULNA,4,2,2024,46.83467709195236
CARROT,KHULNA,4,1,2024,72.41758955797974
CARROT,KHULNA,11,1,2024,71.84926301420023
CARROT,KHULNA,11,2,2024,87.35049685857756
CARROT,KHULNA,11,3,2024,93.5106169733473
CARROT,MYMENSINGH,3,3,2024,15.340076723645847
CARROT,MYMENSINGH,6,3,2024,33.07329751627976
CARROT,MYMENSINGH,6,2,2024,84.5154661796748
CARROT,MYMENSINGH,6,1,2024,82.13022038495482
CARROT,MYMENSINGH,5,3,2024,79.52810668632321
CARROT,MYMENSINGH,5,2,2024,96.49200920083709
CARROT,MYMENSINGH,5,1,2024,27.598091367528532
CARROT,MYMENSINGH,4,3,2024,15.57213556514665
CARROT,MYMENSINGH,4,2,2024,60.23552992993054
CARROT,MYMENSINGH,4,1,2024,82.21256680956566
CARROT,MYMENSINGH,3,2,2024,84.77823400329757
CARROT,KHULNA,12,1,2024,13.157822973052594
CARROT,MYMENSINGH,3,1,2024,68.86231483460884
CARROT,MYMENSINGH,2,3,2024,95.7267797677079
CARROT,MYMENSINGH,2,2,2024,96.77852422700187
CARROT,MYMENSINGH,2,1,2024,68.1508169726558
CARROT,MYMENSINGH,1,3,2024,31.113094024378817
CARROT,MYMENSINGH,1,2,2024,32.42703823482695
CARROT,MYMENSINGH,1,1,2024,72.17962951744963
CARROT,KHULNA,12,3,2024,82.91623704015329
CARROT,KHULNA,12,2,2024,73.39699273065429
CARROT,KHULNA,3,3,2024,17.540069585066306
CARROT,KHULNA,3,1,2024,72.87464296036714
CARROT,CHATTOGRAM,11,2,2024,66.43903317586584
CARROT,KHULNA,2,3,2024,91.93526448093378
CARROT,DHAKA,6,2,2024,31.01672746563859
CARROT,DHAKA,6,1,2024,32.48702209924723
CARROT,DHAKA,5,3,2024,23.34331430211948
CARROT,DHAKA,5,2,2024,37.07885692539202
CARROT,DHAKA,5,1,2024,46.62027136572563
CARROT,DHAKA,4,3,2024,74.32685016579872
CARROT,DHAKA,4,2,2024,41.08437755284929
CARROT,DHAKA,4,1,2024,16.599289816003232
CARROT,DHAKA,3,3,2024,42.852046651316655
CARROT,DHAKA,3,2,2024,22.065410872737836
CARROT,DHAKA,3,1,2024,75.32939572392183
CARROT,DHAKA,2,3,2024,29.583182097337534
CARROT,DHAKA,2,2,2024,11.425750506340517
CARROT,DHAKA,2,1,2024,80.5313972276097
CARROT,DHAKA,1,3,2024,50.173502708719255
CARROT,DHAKA,1,2,2024,20.599602319503884
CARROT,DHAKA,1,1,2024,77.67483373570263
CARROT,CHATTOGRAM,12,3,2024,19.58826041536191
CARROT,CHATTOGRAM,12,2,2024,34.01713955672281
CARROT,CHATTOGRAM,12,1,2024,80.4596784961817
CARROT,CHATTOGRAM,11,3,2024,15.089055914234358
CARROT,DHAKA,6,3,2024,95.50640978768956
CARROT,DHAKA,7,1,2024,89.0644421581866
CARROT,DHAKA,7,2,2024,19.40572694023776
CARROT,DHAKA,11,2,2024,57.427040236149416
CARROT,KHULNA,2,2,2024,64.09606928545384
CARROT,KHULNA,2,1,2024,67.53995081305143
CARROT,KHULNA,1,3,2024,31.365316694023104
CARROT,KHULNA,1,2,2024,85.4997697991663
CARROT,KHULNA,1,1,2024,81.35185890516765
CARROT,DHAKA,12,3,2024,50.17179861874256
CARROT,DHAKA,12,2,2024,88.84684092263157
CARROT,DHAKA,12,1,2024,22.972416253059492
CARROT,DHAKA,11,3,2024,22.320660224774546
CARROT,DHAKA,11,1,2024,13.83843182246514
CARROT,DHAKA,7,3,2024,28.746279173033347
CARROT,DHAKA,10,3,2024,57.6908390751899
CARROT,DHAKA,10,2,2024,61.53954733234279
CARROT,DHAKA,10,1,2024,20.122286873587917
CARROT,DHAKA,9,3,2024,44.83879118979909
CARROT,DHAKA,9,2,2024,18.420515205125056
CARROT,DHAKA,9,1,2024,77.87405335221057
CARROT,DHAKA,8,3,2024,28.267389397955746
CARROT,DHAKA,8,2,2024,32.721209210530546
CARROT,DHAKA,8,1,2024,43.222681031416286
RADISH,SYLHET,2,3,2024,32.108231121621785
RADISH,SYLHET,2,2,2024,73.63601328367008
RADISH,SYLHET,2,1,2024,49.68926997665937
RADISH,KHULNA,1,3,2024,45.53418715783093
RADISH,KHULNA,9,1,2024,83.99369037771983
RADISH,KHULNA,8,3,2024,69.31956887334837
RADISH,KHULNA,8,2,2024,15.305429057409143
RADISH,KHULNA,8,1,2024,67.35209999751802
RADISH,KHULNA,7,3,2024,83.59825472085859
RADISH,KHULNA,7,2,2024,38.986826307237266
RADISH,KHULNA,7,1,2024,97.8273907797485
RADISH,KHULNA,6,3,2024,35.2565031346833
RADISH,KHULNA,6,2,2024,76.86896408366964
RADISH,KHULNA,6,1,2024,62.643094884488704
RADISH,KHULNA,5,3,2024,66.54827328801991
RADISH,KHULNA,5,2,2024,68.62932512859149
RADISH,KHULNA,5,1,2024,83.81973639675866
RADISH,KHULNA,4,3,2024,54.05604747987036
RADISH,KHULNA,4,2,2024,51.695087768295835
RADISH,KHULNA,4,1,2024,23.946890516777387
RADISH,KHULNA,3,3,2024,11.816374692632747
RADISH,KHULNA,3,2,2024,41.45772598659221
RADISH,KHULNA,3,1,2024,41.40913586557025
RADISH,KHULNA,2,3,2024,65.44141731710883
RADISH,KHULNA,2,2,2024,46.08333443208562
RADISH,KHULNA,9,2,2024,66.86679898145894
RADISH,KHULNA,9,3,2024,44.571684913553284
RADISH,KHULNA,10,1,2024,17.71436750862483
RADISH,MYMENSINGH,2,1,2024,48.54182302295227
RADISH,MYMENSINGH,5,1,2024,79.23982911904648
RADISH,MYMENSINGH,4,3,2024,65.33765584656737
RADISH,MYMENSINGH,4,2,2024,14.226397347659702
RADISH,MYMENSINGH,4,1,2024,29.310662416374676
RADISH,MYMENSINGH,3,3,2024,37.186253055079455
RADISH,MYMENSINGH,3,2,2024,36.67467174596814
RADISH,MYMENSINGH,3,1,2024,81.10886007600382
RADISH,MYMENSINGH,2,3,2024,91.49236947040913
RADISH,MYMENSINGH,2,2,2024,15.982430422747814
RADISH,MYMENSINGH,1,3,2024,98.0638944416956
RADISH,KHULNA,10,2,2024,59.39128808195529
RADISH,MYMENSINGH,1,2,2024,62.29151573377791
RADISH,MYMENSINGH,1,1,2024,34.75382484624182
RADISH,KHULNA,12,3,2024,54.51582280395187
RADISH,KHULNA,12,2,2024,42.5119948772415
RADISH,KHULNA,12,1,2024,15.345979823332524
RADISH,KHULNA,11,3,2024,31.035038445637177
RADISH,KHULNA,11,2,2024,80.29967867539995
RADISH,KHULNA,11,1,2024,10.87103339640947
RADISH,KHULNA,10,3,2024,25.096708240062263
RADISH,KHULNA,2,1,2024,16.78266867119836
RADISH,KHULNA,1,2,2024,74.12777202997091
RADISH,SYLHET,1,3,2024,18.85264820156499
RADISH,KHULNA,1,1,2024,77.07999892818029
RADISH,DHAKA,4,3,2024,67.59110978519863
RADISH,DHAKA,4,2,2024,30.00689746393091
RADISH,DHAKA,4,1,2024,79.46163024645521
RADISH,DHAKA,3,3,2024,80.99518466655235
RADISH,DHAKA,3,2,2024,34.03174337330686
RADISH,DHAKA,3,1,2024,41.36692523407703
RADISH,DHAKA,2,3,2024,96.29963230268551
RADISH,DHAKA,2,2,2024,92.34800866696355
RADISH,DHAKA,2,1,2024,58.70616618570073
RADISH,DHAKA,1,3,2024,14.789514302497018
RADISH,DHAKA,1,2,2024,99.04512896849565
RADISH,DHAKA,1,1,2024,31.378950080715093
RADISH,CHATTOGRAM,12,3,2024,68.74927206748046
RADISH,CHATTOGRAM,12,2,2024,21.71075163516943
RADISH,CHATTOGRAM,12,1,2024,28.57615615658127
RADISH,CHATTOGRAM,11,3,2024,68.02056784064716
RADISH,CHATTOGRAM,11,2,2024,29.589456448322924
RADISH,CHATTOGRAM,11,1,2024,17.327428448724476
RADISH,CHATTOGRAM,10,3,2024,63.67176619656143
RADISH,CHATTOGRAM,10,2,2024,47.78333349010778
RADISH,CHATTOGRAM,10,1,2024,81.12608678867139
RADISH,DHAKA,5,1,2024,26.98444426088929
RADISH,DHAKA,5,2,2024,86.89699805740621
RADISH,DHAKA,5,3,2024,12.090545878255462
RADISH,DHAKA,9,3,2024,36.02877843153429
RADISH,DHAKA,12,3,2024,95.55951161521844
RADISH,DHAKA,12,2,2024,87.24621481067189
RADISH,DHAKA,12,1,2024,77.55851685861418
RADISH,DHAKA,11,3,2024,92.00733575902814
RADISH,DHAKA,11,2,2024,49.0855845279799
RADISH,DHAKA,11,1,2024,13.374734852946995
RADISH,DHAKA,10,3,2024,34.18503483739532
RADISH,DHAKA,10,2,2024,29.333696495603938
RADISH,DHAKA,10,1,2024,11.728325563377746
RADISH,DHAKA,9,2,2024,48.034408695652466
RADISH,DHAKA,6,1,2024,27.496290088171126
RADISH,DHAKA,9,1,2024,30.900305354465083
RADISH,DHAKA,8,3,2024,78.54850260590047
RADISH,DHAKA,8,2,2024,88.74081486361678
RADISH,DHAKA,8,1,2024,95.50853925461922
RADISH,DHAKA,7,3,2024,33.822535728036286
RADISH,DHAKA,7,2,2024,81.41625644154463
RADISH,DHAKA,7,1,2024,18.04591350217514
RADISH,DHAKA,6,3,2024,66.90523703360668
RADISH,DHAKA,6,2,2024,27.099135128244704
RADISH,MYMENSINGH,5,2,2024,42.263616309024336
RADISH,MYMENSINGH,5,3,2024,26.133028250947525
RADISH,MYMENSINGH,6,1,2024,56.4965161224697
RADISH,MYMENSINGH,6,2,2024,66.58685936621748
RADISH,RANGPUR,5,2,2024,28.65302916620346
RADISH,RANGPUR,5,1,2024,91.56139302491638
RADISH,RANGPUR,4,3,2024,21.957357530758184
RADISH,RANGPUR,4,2,2024,72.70968847621174
RADISH,RANGPUR,4,1,2024,37.18016047653198
RADISH,RANGPUR,3,3,2024,55.493131766825385
RADISH,RANGPUR,3,2,2024,78.29986215509891
RADISH,RANGPUR,3,1,2024,42.172640742273
RADISH,RANGPUR,2,3,2024,73.3383028584775
RADISH,RANGPUR,2,2,2024,70.22342579299736
RADISH,RANGPUR,2,1,2024,76.3873973718279
RADISH,RANGPUR,1,3,2024,61.93386968916363
RADISH,RANGPUR,1,2,2024,58.532467592811706
RADISH,RANGPUR,1,1,2024,57.990916239318636
RADISH,RAJSHAHI,12,3,2024,99.49903251435373
RADISH,RAJSHAHI,12,2,2024,80.91348030820697
RADISH,RAJSHAHI,12,1,2024,57.336769272223066
RADISH,RAJSHAHI,11,3,2024,88.79913045322624
RADISH,RAJSHAHI,11,2,2024,58.190423525975994
RADISH,RAJSHAHI,11,1,2024,15.23226096781804
RADISH,RAJSHAHI,10,3,2024,55.27918758631556
RADISH,RANGPUR,5,3,2024,95.16794179914822
RADISH,RANGPUR,6,1,2024,29.76638458008775
RADISH,RANGPUR,6,2,2024,76.47559695810594
RADISH,RANGPUR,10,2,2024,51.14494147069784
RADISH,SYLHET,1,2,2024,19.147513757325694
RADISH,SYLHET,1,1,2024,91.3204308638282
RADISH,RANGPUR,12,3,2024,39.232384308910866
RADISH,RANGPUR,12,2,2024,61.03095583107041
RADISH,RANGPUR,12,1,2024,50.33004290890385
RADISH,RANGPUR,11,3,2024,80.78882212623846
RADISH,RANGPUR,11,2,2024,82.97865850819274
RADISH,RANGPUR,11,1,2024,55.6283420321566
RADISH,RANGPUR,10,3,2024,16.62666431277964
RADISH,RANGPUR,10,1,2024,11.906571784400304
RADISH,RANGPUR,6,3,2024,11.238895233023229
RADISH,RANGPUR,9,3,2024,91.64181900626254
RADISH,RANGPUR,9,2,2024,62.83934749199846
RADISH,RANGPUR,9,1,2024,19.665809799574465
RADISH,RANGPUR,8,3,2024,75.32267743335973
RADISH,RANGPUR,8,2,2024,29.065083130750462
RADISH,RANGPUR,8,1,2024,27.434227066513156
RADISH,RANGPUR,7,3,2024,58.4655105225982
RADISH,RANGPUR,7,2,2024,86.7778798657294
RADISH,RANGPUR,7,1,2024,46.438176567058036
RADISH,RAJSHAHI,10,2,2024,31.27673404317421
RADISH,RAJSHAHI,10,1,2024,81.22712689764082
RADISH,RAJSHAHI,9,3,2024,82.05743508089223
RADISH,MYMENSINGH,10,1,2024,63.83899847344182
RADISH,RAJSHAHI,1,1,2024,72.5494241207932
RADISH,MYMENSINGH,12,3,2024,44.1569781905178
RADISH,MYMENSINGH,12,2,2024,84.47200902143416
RADISH,MYMENSINGH,12,1,2024,20.044553233816522
RADISH,MYMENSINGH,11,3,2024,70.92146112992151
RADISH,MYMENSINGH,11,2,2024,31.17702960018541
RADISH,MYMENSINGH,11,1,2024,22.139554709618828
RADISH,MYMENSINGH,10,3,2024,43.82990307589758
RADISH,MYMENSINGH,10,2,2024,97.28202472405758
RADISH,MYMENSINGH,9,3,2024,98.7424238577087
RADISH,RAJSHAHI,1,3,2024,14.860068884026816
RADISH,MYMENSINGH,9,2,2024,22.873062949014862
RADISH,MYMENSINGH,9,1,2024,63.0796561675541
RADISH,MYMENSINGH,8,3,2024,12.9943428114339
RADISH,MYMENSINGH,8,2,2024,14.489869269662163
RADISH,MYMENSINGH,8,1,2024,57.45568763256696
RADISH,MYMENSINGH,7,3,2024,45.14963383589474
RADISH,MYMENSINGH,7,2,2024,46.88963195768955
RADISH,MYMENSINGH,7,1,2024,13.00452576487638
RADISH,MYMENSINGH,6,3,2024,71.05318715665508
RADISH,RAJSHAHI,1,2,2024,13.348450238244407
RADISH,RAJSHAHI,2,1,2024,33.675958343239344
RADISH,RAJSHAHI,9,2,2024,85.20346931322248
RADISH,RAJSHAHI,6,1,2024,52.06936679279272
RADISH,RAJSHAHI,9,1,2024,68.04105579150018
RADISH,RAJSHAHI,8,3,2024,37.66182207705003
RADISH,RAJSHAHI,8,2,2024,55.000898569864546
RADISH,RAJSHAHI,8,1,2024,60.431915296536815
RADISH,RAJSHAHI,7,3,2024,70.55601769184224
RADISH,RAJSHAHI,7,2,2024,86.78118761671243
RADISH,RAJSHAHI,7,1,2024,27.105634545944458
RADISH,RAJSHAHI,6,3,2024,27.08144210672876
RADISH,RAJSHAHI,6,2,2024,32.0534579644887
RADISH,RAJSHAHI,5,3,2024,55.4274563474939
RADISH,RAJSHAHI,2,2,2024,93.54994789337039
RADISH,RAJSHAHI,5,2,2024,34.36122982831539
RADISH,RAJSHAHI,5,1,2024,79.67742448686164
RADISH,RAJSHAHI,4,3,2024,96.50789491813971
RADISH,RAJSHAHI,4,2,2024,81.00977478290385
RADISH,RAJSHAHI,4,1,2024,16.988857888259346
RADISH,RAJSHAHI,3,3,2024,15.356511433092932
RADISH,RAJSHAHI,3,2,2024,20.80128269389513
RADISH,RAJSHAHI,3,1,2024,36.06946527936492
RADISH,RAJSHAHI,2,3,2024,47.187771919696
CARROT,MYMENSINGH,7,1,2024,99.07018580849034
CARROT,MYMENSINGH,7,2,2024,85.64256163093502
CARROT,MYMENSINGH,7,3,2024,43.4929899774429
SWEET POTATO,KHULNA,5,1,2024,76.07318363217027
SWEET POTATO,KHULNA,12,2,2024,39.533959496863574
SWEET POTATO,KHULNA,12,1,2024,27.142902227922104
SWEET POTATO,KHULNA,11,3,2024,67.22369876667224
SWEET POTATO,KHULNA,11,2,2024,50.831617648071145
SWEET POTATO,KHULNA,11,1,2024,54.2100580066943
SWEET POTATO,KHULNA,10,3,2024,66.82890951294691
SWEET POTATO,KHULNA,10,2,2024,11.001548083227766
SWEET POTATO,KHULNA,10,1,2024,15.59982311032342
SWEET POTATO,KHULNA,9,3,2024,62.13399558110982
SWEET POTATO,KHULNA,9,2,2024,21.267325255323527
SWEET POTATO,KHULNA,9,1,2024,15.712731005702391
SWEET POTATO,KHULNA,8,3,2024,33.91568372230408
SWEET POTATO,KHULNA,8,2,2024,83.18756731418034
SWEET POTATO,KHULNA,8,1,2024,19.74057057153238
SWEET POTATO,KHULNA,7,3,2024,43.92564661479304
SWEET POTATO,KHULNA,7,2,2024,78.73763507496373
SWEET POTATO,KHULNA,7,1,2024,95.92867719729038
SWEET POTATO,KHULNA,6,3,2024,95.74217100949397
SWEET POTATO,KHULNA,6,2,2024,95.29777131849724
SWEET POTATO,KHULNA,6,1,2024,47.12214175622247
SWEET POTATO,KHULNA,5,3,2024,89.79089966442007
SWEET POTATO,KHULNA,12,3,2024,30.78698323664951
SWEET POTATO,MYMENSINGH,1,1,2024,55.83091199425637
SWEET POTATO,MYMENSINGH,1,2,2024,74.83470529233807
SWEET POTATO,MYMENSINGH,5,2,2024,93.53482060910406
SWEET POTATO,MYMENSINGH,8,2,2024,93.05872544248956
SWEET POTATO,MYMENSINGH,8,1,2024,60.35121314083278
SWEET POTATO,MYMENSINGH,7,3,2024,82.93776874819888
SWEET POTATO,MYMENSINGH,7,2,2024,38.88760976628867
SWEET POTATO,MYMENSINGH,7,1,2024,51.945115308576554
SWEET POTATO,MYMENSINGH,6,3,2024,27.095945780614656
SWEET POTATO,MYMENSINGH,6,2,2024,41.81641004565175
SWEET POTATO,MYMENSINGH,6,1,2024,52.348749814613434
SWEET POTATO,MYMENSINGH,5,3,2024,86.18206014672784
SWEET POTATO,MYMENSINGH,5,1,2024,70.3681090276932
SWEET POTATO,MYMENSINGH,1,3,2024,45.3312573861407
SWEET POTATO,MYMENSINGH,4,3,2024,76.7070698663455
SWEET POTATO,MYMENSINGH,4,2,2024,39.2026772159615
SWEET POTATO,MYMENSINGH,4,1,2024,49.441939890519215
SWEET POTATO,MYMENSINGH,3,3,2024,99.12992002793665
SWEET POTATO,MYMENSINGH,3,2,2024,23.48140339370137
SWEET POTATO,MYMENSINGH,3,1,2024,32.48015658530714
SWEET POTATO,MYMENSINGH,2,3,2024,83.0784722180036
SWEET POTATO,MYMENSINGH,2,2,2024,66.47611441853365
SWEET POTATO,MYMENSINGH,2,1,2024,90.12698506742723
SWEET POTATO,KHULNA,5,2,2024,56.75711732851318
SWEET POTATO,KHULNA,4,3,2024,93.14977383168575
SWEET POTATO,CHATTOGRAM,12,3,2024,53.02826616039632
SWEET POTATO,KHULNA,4,2,2024,52.851595600435324
SWEET POTATO,DHAKA,8,1,2024,33.242178507386186
SWEET POTATO,DHAKA,7,3,2024,64.99126125436734
SWEET POTATO,DHAKA,7,2,2024,23.451045212640523
SWEET POTATO,DHAKA,7,1,2024,69.2603435502644
SWEET POTATO,DHAKA,6,3,2024,26.04919645071483
SWEET POTATO,DHAKA,6,2,2024,38.417302477507164
SWEET POTATO,DHAKA,6,1,2024,50.748391916194
SWEET POTATO,DHAKA,5,3,2024,24.655776513224087
SWEET POTATO,DHAKA,5,2,2024,46.12993136421441
SWEET POTATO,DHAKA,5,1,2024,84.65088347615466
SWEET POTATO,DHAKA,4,3,2024,38.41970870666198
SWEET POTATO,DHAKA,4,2,2024,81.30242807889752
SWEET POTATO,DHAKA,4,1,2024,51.122091473535534
SWEET POTATO,DHAKA,3,3,2024,13.519389778668673
SWEET POTATO,DHAKA,3,2,2024,44.46477314918489
SWEET POTATO,DHAKA,3,1,2024,36.45389545524209
SWEET POTATO,DHAKA,2,3,2024,42.40407928783048
SWEET POTATO,DHAKA,2,2,2024,42.310959138622984
SWEET POTATO,DHAKA,2,1,2024,34.6626478636494
SWEET POTATO,DHAKA,1,3,2024,47.14950715999601
SWEET POTATO,DHAKA,1,2,2024,91.6982597092974
SWEET POTATO,DHAKA,8,2,2024,72.20003053506738
SWEET POTATO,DHAKA,8,3,2024,51.678592733997306
SWEET POTATO,DHAKA,9,1,2024,25.57792295294748
SWEET POTATO,KHULNA,1,1,2024,82.37924436802128
SWEET POTATO,KHULNA,4,1,2024,66.35217269865203
SWEET POTATO,KHULNA,3,3,2024,24.51304915516902
SWEET POTATO,KHULNA,3,2,2024,63.20722851004348
SWEET POTATO,KHULNA,3,1,2024,88.9820461009582
SWEET POTATO,KHULNA,2,3,2024,47.63500087204957
SWEET POTATO,KHULNA,2,2,2024,66.88951439869714
SWEET POTATO,KHULNA,2,1,2024,24.73731034094827
SWEET POTATO,KHULNA,1,3,2024,64.97333860169766
SWEET POTATO,KHULNA,1,2,2024,53.38538499939364
SWEET POTATO,DHAKA,12,3,2024,81.35924230437716
SWEET POTATO,DHAKA,9,2,2024,78.33373085015073
SWEET POTATO,DHAKA,12,2,2024,30.899750211548326
SWEET POTATO,DHAKA,12,1,2024,56.829848084514985
SWEET POTATO,DHAKA,11,3,2024,64.85123793436986
SWEET POTATO,DHAKA,11,2,2024,59.14341292457495
SWEET POTATO,DHAKA,11,1,2024,35.51592146435375
SWEET POTATO,DHAKA,10,3,2024,10.172072725660952
SWEET POTATO,DHAKA,10,2,2024,46.79176364400466
SWEET POTATO,DHAKA,10,1,2024,42.628062260525496
SWEET POTATO,DHAKA,9,3,2024,17.4370400931865
SWEET POTATO,MYMENSINGH,8,3,2024,98.88565564455382
SWEET POTATO,MYMENSINGH,9,1,2024,94.03726063078851
SWEET POTATO,MYMENSINGH,9,2,2024,34.69906292783246
SWEET POTATO,MYMENSINGH,9,3,2024,32.64591272871521
SWEET POTATO,RANGPUR,8,3,2024,96.1609351731214
SWEET POTATO,RANGPUR,8,2,2024,20.14506508459398
SWEET POTATO,RANGPUR,8,1,2024,16.95239242204574
SWEET POTATO,RANGPUR,7,3,2024,92.74147954376343
SWEET POTATO,RANGPUR,7,2,2024,73.97167774917011
